"","IDN","ISBN","year","author","language","title","uniform.title","publisher","country"
"1718","990037087540603392","9783314017841","2010","Bansch, Helga","ger","Lisa will einen Hund","fail","Zürich","XA-CH"
"1719","990037087430603392","9783314017834","2010","Bansch, Helga","ger","Lisa will einen Hund","fail","Zürich","XA-CH"
"1720","990037087450603392","9783314017810","2010","Bansch, Helga","ger","Lisa will einen Hund","fail","Zürich","XA-CH"
"1722","990043516530603392","9781611458459","2013","Perutz, Leo","eng","Little apple","Wohin rollst du, Äpfelchen?","New York, NY","XD-US"
"1723","990047054730603392","9787208124455","2014","Geiger, Arno","chi","Liu fang de lao guo wang","<<Der>> alte König in seinem Exil","Shang hai","XB-CN"
"1725","990049804430603392","9788541807913","2016","Roher, Michael","por","Lívio Lavanda","Herr Lavendel","São Paulo, SP, Brasil","XD-BR"
"1726","9958584373703338","9782845902909","2019","Rilke, Rainer Maria","fre","Le livre de la vie monastique","fail","Paris","XA-FR"
"1727","9958505677303338","9791094565254","2018","Rilke, Rainer Maria","fre","Le livre des rêves","fail","Angoulème","XA-FR"
"1729","990046987940603392","9789544881306","2014","Ferk, Janko","bul","Ljubov i chljab","fail","[Sofia]","XA-BG"
"1738","990046345990603392","9785389033443","2012","Nöstlinger, Christine","rus","Lollipop","Lollipop","Moskva","XA-RU"
"1741","9958828266403338","9789635092192","2020","Luhn, Usch","hun","Lotta a megmentő","Lotta rettet die Welpen","Budapest","XA-HU"
"1743","990043091530603392","9781444814972","2013","Glattauer, Daniel","eng","Love virtually","Gut gegen Nordwind","Leicester","XA-GB"
"1744","990036976010603392","9781906694975","2011","Glattauer, Daniel","eng","Love virtually","fail","London","XA-GB"
"1745","9958967308203338","9789617165180","2022","Dinev, Dimitré","slv","Luč nad glavo","<<Ein>> Licht über dem Kopf","Ljubljana","XA-SI"
"1746","9958943305203338","9788899803650","2022","Svatek, Kurt F.","cos","I luci vacànti du tempu","The Will-0' -the wisps of time","Trento","XA-IT"
"1748","9959058204903338","9788075151537","2023","Handke, Peter","cze","Lucie v lese s Čímsi","Lucie im Wald mit den Dingsda","Praha","XA-CZ"
"1749","9958532279303338","9788365588630","2018","Segal, Lore","pol","Lucinella","Lucinella","Wrocław","XA-PL"
"1751","990044394960603392","9785699568727","2013","Glattauer, Daniel","rus","Lučšee sredstvo ot severnogo vetra","Gut gegen Nordwind","Moskva","XA-RU"
"1752","990045971860603392","9785699628940","2013","Glattauer, Daniel","rus","Lučšee sredstvo ot severnogo vetra","Gut gegen Nordwind","Moskva","XA-RU"
"1754","990049389580603392","9789532601268","2011","Hotschnig, Alois","hrv","Ludwigova soba","Ludwigs Zimmer","Zagreb","XA-HR"
"1755","990038247500603392","9788492913664","2010","Améry, Jean","spa","Lugares en el tiempo","Örtlichkeiten","Valencia","XA-ES"
"1758","990047567140603392","9789735034658","2012","Zweig, Stefan","rum","Lumea de ieri","<<Die>> Welt von gestern","Bucureşti","XA-RO"
"1760","990046218950603392","9788379150281","2014","Nöstlinger, Christine","pol","Lumpetta","Lumpenloretta","Kraków","XA-PL"
"1761","9958938911503338","9788664071420","2021","Bauer, Christoph W.","srp","Lunjati","Stromern","Beograd","XA-RS"
"1764","9958578048703338","9789660369177","2014","Zweig, Stefan","ukr","Lyst neznajomoï","Brief einer Unbekannten","Charkiv","XA-UA"
"1765","9958513059103338","9788075660107","2018","MayerSkumanz, Lene","cze","Lžička medu","Ein Löffel Honig","V Praze","XA-CZ"
"1767","990047037020603392","9782081307100","2013","Baumgartner, Felix","fre","Ma vie en chute libre","Himmelsstürmer","Paris","XA-FR"
"1768","990047367280603392","9787544256834","2012","Brezina, Thomas","chi","Ma ya mian ju de yan lei","<<Die>> Maske mit glühenden Augen","Hai kou","XB-CN"
"1770","9958497379703338","9788897539797","2017","Schnitzler, Arthur","fre","Mademoiselle Else","Fräulein Else","Arles","XA-FR"
"1772","9957805135803338","9783453422384","2018","Cantor, Jillian","ger","Das Mädchen mit dem Edelweiß","<<The>> Lost Letter","München","XA-DE-BY"
"1776","990049588230603392","9789536927883","2013","Dahimène, Adelheid","hrv","Magarci","Esel","Zagreb","XA-HR"
"1777","9958881354303338","9786190209294","2021","Zweig, Stefan","bul","Magelan","Magellan","Sofija","XA-BG"
"1778","9958578046703338","9789660377417","2017","Zweig, Stefan","ukr","Magellan","Magellan","Charkiv","XA-UA"
"1779","990039173840603392","9788025313510","2012","Brezina, Thomas","cze","Magická bouře","<<Die>> dunkle Kraft des Silberpfeils","Praha","XA-CZ"
"1780","990039175960603392","9788080895303","2011","Brezina, Thomas","slo","Magický kámeň Vikingov","<<Der>> Kraftstein des Wikingers","Bratislava","XA-SK"
"1781","990042372770603392","9788025312490","2011","Brezina, Thomas","cze","Magický kámen Vikingů","<<Der>> Kraftstein des Wikingers","Praha","XA-CZ"
"1782","990042374210603392","9788025312209","2011","Brezina, Thomas","cze","Magický kompas","Magischer Kompass","Praha","XA-CZ"
"1785","990050739610603392","9783423761925","2017","Ibbotson, Eva","ger","Maia oder Als Miss Minton ihr Korsett in den Amazonas warf","Journey to the River Sea","München","XA-DE"
"1786","990043058480603392","9783423709972","2012","Ibbotson, Eva","ger","Maia oder als Miss Minton ihr Korsett in den Amazonas warf","Journey to the river sea","München","XA-DE"
"1791","990047419230603392","9782844145628","2015","Bernhard, Thomas","fre","Maîtres anciens","Alte Meister","Paris","XA-FR"
"1793","990043240650603392","9789664413005","2012","Perutz, Leo","ukr","Majster Sudnoho Dnja","<<Der>> Meister des Jüngsten Tages","L'viv","XA-UA"
"1794","9959032208703338","9788661453984","2022","Ransmayr, Christoph","srp","Majstor vodopada","<<Der>> Fallmeister","Beograd","XA-RS"
"1796","9958810666103338","3800083818434","2016","Luhn, Usch","bul","Maksi ... i kučeto săs sărdecni trepeti","Maxie ... und ein Hund mit Herzklopfen","Sofija","XA-BG"
"1797","9958811680403338","3800083818427","2016","Luhn, Usch","bul","Maksi ... i ribata s kopnež do dalečnoto","Maxie ... und ein Fisch mit Fernweh","Sofija","XA-BG"
"1798","990049812430603392","3800083818441","2016","Luhn, Usch","bul","Maksi ... i umnijat kotarak","Maxie und ein Kater mit Köpfchen","Sofija","XA-BG"
"1799","9958962009603338","9789669822871","2021","Hula, Saskia","ukr","Mala Panda Paj","Kleiner Panda Pai","Charkiv","XA-UA"
"1800","9958026965803338","9785890914934","2015","Henisch, Peter","rus","Malen'kaja figurka moego otca","<<Die>> kleine Figur meines Vaters","Sankt-Peterburg","XA-RU"
"1801","9958967310703338","9789612747008","2022","Karlin, Alma M.","slv","Malik","<<Der>> Götze","Ljubljana","XA-SI"
"1802","990050271760603392","9789777681353","2015","Geiger, Arno","ara","Malik fī manfā al-ʿumr","<<Der>> alte König in seinem Exil","al-Qāhira","XC-EG"
"1807","990045987580603392","9786082301587","2013","Bachmann, Ingeborg","mac","Malina","Malina","Skopje","XA-MK"
"1810","9958853750903338","9786197362862","2021","Hassler, Silke","bul","Malka noštna muzika","Kleine Nachtmusik","Sofija","XA-BG"
"1813","990049152980603392","9789544881276","2012","Klinger, Kurt","bul","Mălnii na mislite","fail","[Sofija]","XA-BG"
"1816","9958589280603338","9789100183509","2019","Handke, Peter","swe","Målvaktens skräck vid straffspark","Die Angst des Tormanns beim Elfmeter","[Stockholm]","XA-SE"
"1817","990043217020603392","9788362566136","2012","Nöstlinger, Christine","pol","Mały Duszek Wierciuszek","<<Die>> Sache mit dem Gruselwusel","Gdańsk","XA-PL"
"1819","9958807659303338","9786006972473","1397","Lobe, Mira","per","Man ḫudam hastam","<<Das>> kleine Ich-bin-ich","Tihrān","XB-IR"
"1820","990042622920603392","9780199601127","2012","Kafka, Franz","eng","The man who disappeared (America)","Amerika","Oxford [u.a.]","XA-GB"
"1822","990050391700603392","9782370551160","2017","Köhlmeier, Michael","fre","Manger ou être mangé","Wie das Schwein zum Tanze ging","Paris","XA-FR"
"1823","990048960880603392","9786176141006","2015","Gong, Alfred","ger","Manifest Alʹfa","Manifest Alpha","Černicvci","XA-UA"
"1826","990049387460603392","9789537685546","2014","Moser, Erwin","hrv","Mano i Dado","fail","[Zagreb]","XA-HR"
"1827","990049387470603392","9789537685539","2014","Moser, Erwin","hrv","Mano i Dado","fail","[Zagreb]","XA-HR"
"1830","990057701560603392","9786176793649","2017","Moser, Erwin","ukr","Manuel' i Didi","Manuel & Didi","L'viv","XA-UA"
"1831","990050269540603392","9786176791164","2015","Moser, Erwin","ukr","Manuel' i Didi","Manuel & Didi","L'viv","XA-UA"
"1832","9959017479303338","9789635042326","2022","Haushofer, Marlen","hun","A manzárd","fail","Budapest","XA-HU"
"1833","9958551052703338","9787539783512","2018","Nöstlinger, Christine","chi","Mào shǎqì de shǎ yātou","Anatol und die Wurschtelfrau","Hefei","XB-CN"
"1840","990049609070603392","9785389028227","2011","SacherMasoch, Leopold ","rus","Mardona","<<Die>> Gottesmutter","Sankt-Peterburg","XA-RU"
"1841","990050063270603392","9789662647037","2016","Nöstlinger, Christine","ukr","Marharytko, moja kvitko","Gretchen Sackmeier","L'viv","XA-UA"
"1842","990043959360603392","9788537810354","2013","Zweig, Stefan","por","Maria Antonieta","Marie Antoinette","Rio de Janeiro","XD-BR"
"1844","9959017406703338","9788081116193","2022","Baldini, Laura","slo","Maria Montessori","Lehrerin einer neuen Zeit","Bratislava","XA-SK"
"1848","990038623430603392","9781906548308","2010","Zweig, Stefan","eng","Marie Antoinette","Marie Antoinette","London","XA-GB"
"1849","990048912360603392","9783942787666","2015","Lacombe, Benjamin","ger","Marie-Antoinette","Marie-Antoinette - Carnet secret d′une reine","Berlin","XA-DE-BE"
"1850","990046163880603392","9788684807788","2013","Zweig, Stefan","srp","Marija Antoaneta","Marie Antoinette","Beograd","XA-SP"
"1851","990047589430603392","9788689473049","2015","Zweig, Stefan","srp","Marija Antoaneta","Marie Antoinette","Beograd","XA-SP"
"1852","9958578047003338","9789660379886","2017","Zweig, Stefan","ukr","Marija Stjuart","Maria Stuart","Charkiv","XA-UA"
"1853","990050327680603392","9782203122710","2017","Moser, Erwin","fre","Marius le chat - Un coin de parapluie","fail","Bruxelles","XA-BE"
"1854","990049198450603392","9782203109995","2016","Moser, Erwin","fre","Marius le chat - Un conte pour les souris","Boris der Kater","Bruxelles","XA-BE"
"1855","990048243020603392","9782203098770","2015","Moser, Erwin","fre","Marius le chat","fail","Bruxelles","XA-BE"
"1862","990037100310603392","9788495587749","2010","LernetHolenia, Alexander","spa","Marte en aries","Mars im Widder","Barcelona","XA-ES"
"1863","9958870223303338","9788366102583","2021","Musil, Robert","pol","Marzyciele","<<Die>> Schwärmer","Kraków","XA-PL"
"1864","9958504674403338","9788466143592","2018","Brezina, Thomas","cat","La màscara que escopia foc","<<Die>> feuerspeiende Maske","Barcelona","XA-ES"
"1865","990049592610603392","9788467561326","2014","Brezina, Thomas","spa","La máscara que escupía fuego","<<Die>> Feuer speiende Maske","Boadilla del Monte (Madrid)","XA-ES"
"1866","990050326120603392","9788000030845","2013","Brezina, Thomas","cze","Maska se zářícíma očima","<<Die>> Maske mit den glühenden Augen","Praha","XA-CZ"
"1869","990047356780603392","9788845929656","2015","Canetti, Elias","ita","Massa e potere","Masse und Macht","Milano","XA-IT"
"1870","990036525750603392","9783858694133","2010","Walsh, Rodolfo J.","ger","Das Massaker von San Martín","Operación masacre","Zürich","XA-CH"
"1871","990043516540603392","9781611458428","2013","Perutz, Leo","eng","Master of the Day of Judgment","Der Meister des Jüngsten Tages","New York, NY","XD-US"
"1872","990044959320603392","9785389035287","2012","Kafka, Franz","rus","Master post-arta","fail","Sankt-Peterburg","XA-RU"
"1876","990038606940603392","9780857050281","2012","Hochgatterer, Paulus","eng","The mattress house","<<Das>> Matratzenhaus","London","XA-GB"
"1880","9958601478103338","9783785781418","2020","Gruppe, Marc","ger","Mayerling","fail","Hilden","XA-DE-NW"
"1881","9958854850403338","9786197362909","2021","Vögel, Stefan","bul","Măž za žena mi","<<Ein>> Mann für meine Frau","Sofija","XA-BG"
"1896","9958533870803338","9788024936383","2018","Czernin, Monika","cze","Mějte mě stále ráda - Marie Terezie","Liebet mich immer - Maria Theresia","V Praze","XA-CZ"
"1899","9958504570803338","9782867469725","2017","Lothar, Ernst","fre","Mélodie de Vienne","<<Der>> Engel mit der Posaune","Paris","XA-FR"
"1904","990050390660603392","9780571339648","2017","Kehlmann, Daniel","eng","The mentor","Der Mentor","London","XA-GB"
"1905","9958864549103338","9783945370308","2021","Zupan, Vitomil","ger","Menuett für Gitarre (zu 25 Schuss)","Menuet za kitaro","Berlin","XA-DE"
"1912","9958952306203338","9786084780045","2015","Broch, Hermann","mac","Mesečari","fail","Skopje","XA-MK"
"1913","9958952306103338","9786084780052","2015","Broch, Hermann","mac","Mesečari","fail","Skopje","XA-MK"
"1914","990039049800603392","9780857051004","2012","Walser, Alissa","eng","Mesmerized","Am Anfang war die Nacht der Musik","London","XA-GB"
"1930","9958505272803338","9788496509764","2016","Kafka, Franz","spa","La metamorfosis","<<Die>> Verwandlung","Barcelona","XA-ES"
"1952","990047585080603392","9782368300343","2015","Kafka, Franz","fre","La métamorphose","<<Die>> Verwandlung","Lambersart","XA-FR"
"1953","990047585090603392","9782368300336","2015","Kafka, Franz","fre","La métamorphose","<<Die>> Verwandlung","Lambersart","XA-FR"
"1955","9958934709403338","9782290376706","2022","Kafka, Franz","fre","La métamorphose","<<Die>> Verwandlung","Paris","XA-FR"
"1958","990050348470603392","9781840226720","2011","Kafka, Franz","eng","Metamorphosis and other stories","<<Die>> Verwandlung","Ware, Hertfordshire","XA-GB"
"1960","9958799757303338","9781513263526","2020","Kafka, Franz","eng","The metamorphosis","<<Die>> Verwandlung","[Portland]","XD-US"
"1962","990057536930603392","9781788282437","2017","Kafka, Franz","eng","Metamorphosis","<<Die>> Verwandlung","London","XA-GB"
"1963","990050384280603392","9781787199767","2017","Kafka, Franz","eng","The metamorphosis","<<Die>> Verwandlung","London","XA-GB"
"1964","990048015490603392","9781843444169","2015","Kafka, Franz","eng","The metamorphosis","<<Die>> Verwandlung","Harpenden","XA-GB"
"1965","990047230880603392","9780008110567","2015","Kafka, Franz","eng","Metamorphosis","<<Die>> Verwandlung","London","XA-GB"
"1968","990049124660603392","9788000041025","2015","Brezina, Thomas","cze","Metro v říši duchů","U-Bahn ins Geisterreich","Praha","XA-CZ"
"1970","990048751580603392","9788494168550","2014","Bernhard, Thomas","cat","Els meus premis","Meine Preise","Pollença, Mallorca","XA-ES"
"1974","9958351373203338","9788494565328","2016","Janisch, Heinz","spa","Mi felicidad eres tú","Mein Glück bist du","Santa Marta de Tormes (Salamanca)","XA-ES"
"1975","990047507760603392","9787504216656","2012","Nöstlinger, Christine","chi","Mi li bi xu qu hua xue","Mini muss Schi fahren","Bei jing","XB-CN"
"1976","990047507780603392","9787504216717","2012","Nöstlinger, Christine","chi","Mi li bian cheng le Mi xie er","Mini wird zum Meier","Bei jing","XB-CN"
"1977","990047507790603392","9787504216724","2012","Nöstlinger, Christine","chi","Mi li bu hui xiu shou pang guan","Mini greift ein","Bei jing","XB-CN"
"1978","990047507800603392","9787504216632","2012","Nöstlinger, Christine","chi","Mi li bu shi dan xiao gui","Mini ist kein Angsthase","Bei jing","XB-CN"
"1979","990047510640603392","9787504216540","2012","Nöstlinger, Christine","chi","Mi li dang jia","Mini als Hausfrau","Bei jing","XB-CN"
"1980","990047507850603392","9787504216564","2012","Nöstlinger, Christine","chi","Mi li dang zhen tan","Mini erlebt einen Krimi","Bei jing","XB-CN"
"1981","990047507860603392","9787504216595","2012","Nöstlinger, Christine","chi","Mi li de ai","Mini ist verliebt","Bei jing","XB-CN"
"1982","990047507880603392","9787504216557","2012","Nöstlinger, Christine","chi","Mi li guo sheng ri","Mini feiert Geburtstag","Bei jing","XB-CN"
"1983","990047507890603392","9787504216601","2012","Nöstlinger, Christine","chi","Mi li he Mao qi","Mini und Mauz","Bei jing","XB-CN"
"1984","990047507910603392","9787504216533","2012","Nöstlinger, Christine","chi","Mi li shang xue di yi tian","Mini muss in die Schule","Bei jing","XB-CN"
"1985","990047507920603392","9787504216649","2012","Nöstlinger, Christine","chi","Mi li shen xian huai yi","Mini unter Verdacht","Bei jing","XB-CN"
"1986","990047507930603392","9787504216625","2012","Nöstlinger, Christine","chi","Mi li Sheng dan qi yu ji","Mini trifft den Weihnachtsmann","Bei jing","XB-CN"
"1987","990047507950603392","9787504216588","2012","Nöstlinger, Christine","chi","Mi li you le xin ye ye","Mini bekommt einen Opa","Bei jing","XB-CN"
"1988","990047507960603392","9787504216571","2012","Nöstlinger, Christine","chi","Mi li zhu yuan le","Mini muss ins Krankenhaus","Bei jing","XB-CN"
